BAPID,Name,Standard,Std,F_type,Species ,Star_Stat,Country,Company ,Parent_Company ,latitude,longitude,Expiration,Language_Pref,M_tons_2015,Hatch_Output,Mill_Output,2015_CB,2015_Aud,2015_Min_N,2015_Maj_N,2015_Crt_N,M_tons_2016,2016_Aud,2016_Min_N,2016_Maj_N,2016_Crt_N
F10966,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Sor Alai Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Sor Alai Farm 2,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Sor Alai Farm 2,9.205517,99.525918,10/27/18,,,,,,,,,,,,,,
F10967,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Dontana Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Dontana Farm,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Dontana Farm,9.196395,99.408908,10/27/18,,,,,,,,,,,,,,
F10968,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Sirin Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Sirin Farm,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Sirin Farm,9.55193,99.202918,10/27/18,,,,,,,,,,,,,,
F10969,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Prasert Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Prasert Farm 1,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Prasert Farm 1,9.358033,99.210678,10/27/18,,,,,,,,,,,,,,
F10970,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 1,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 1,9.189444444,99.23694444,10/27/18,,,,,,,,,,,,,,
F10971,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 2,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 2,9.189444444,99.23694444,10/27/18,,,,,,,,,,,,,,
F10972,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Huay Saab Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Huay Saab Farm,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Huay Saab Farm,9.205653,99.240653,10/27/18,,,,,,,,,,,,,,
F10973,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Piyapol Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Piyapol Farm,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Piyapol Farm,9.25025,99.510542,10/27/18,,,,,,,,,,,,,,
F10974B,Panca Mitra IOM 2 - Tambak Pecemengan,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Panca Mitra IOM 2 - Tambak Pecemengan,Panca Mitra IOM 2 - Tambak Pecemengan,-8.3041697,114.359019,1/10/19,,,,,,,,,,,,,,
F10974B,Panca Mitra IOM 2 - Tambak Pecemengan,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Panca Mitra IOM 2 - Tambak Pecemengan,Panca Mitra IOM 2 - Tambak Pecemengan,-8.305366667,114.3640667,1/10/19,,,,,,,,,,,,,,
F10974C,Panca Mitra IOM 2 - Sidojoyo Utama Tanjung Pecinan,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Panca Mitra IOM 2 - Sidojoyo Utama Tanjung Pecinan,Panca Mitra IOM 2 - Sidojoyo Utama Tanjung Pecinan,-7.622338889,114.0193278,1/2/19,,,,,,,,,,,,,,
F10974D,Panca Mitra IOM 2 - UD. Cahaya Sentra,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Panca Mitra IOM 2 - UD. Cahaya Sentra,Panca Mitra IOM 2 - UD. Cahaya Sentra,-7.98,114.42,1/10/19,,,,,,,,,,,,,,
F10974E,Panca Mitra IOM 2 - Citra Bhirawa Wira Sakti,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Panca Mitra IOM 2 - Citra Bhirawa Wira Sakti,Panca Mitra IOM 2 - Citra Bhirawa Wira Sakti,-8.020663889,114.4265556,1/2/19,,,,,,,,,,,,,,
F10974E,Panca Mitra IOM 2 - Citra Bhirawa Wira Sakti,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Panca Mitra IOM 2 - Citra Bhirawa Wira Sakti,Panca Mitra IOM 2 - Citra Bhirawa Wira Sakti,-8.023044444,114.424175,1/2/19,,,,,,,,,,,,,,
F10975,Sandhya Aqua Exports Pvt. Ltd. - Priya Aqua Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sandhya Aqua Exports Pvt. Ltd. - Priya Aqua Farms,Sandhya Aqua Exports Pvt. Ltd. - Priya Aqua Farms,15.49,80.16,10/23/18,,,,,,,,,,,,,,
F10976,Geneseas Aquacultura Ltda - Quiteria Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,Brazil,Geneseas Aquacultura Ltda - Quiteria Farm,Geneseas Aquacultura Ltda - Quiteria Farm,-20.22,-51.12,,,,,,,,,,,,,,,
F10977,The Fishin' Hainan BAP Farms Group - Cheng Jiangqian's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' Hainan BAP Farms Group - Cheng Jiangqian's Farm,The Fishin' Hainan BAP Farms Group - Cheng Jiangqian's Farm,19.87348056,110.8136417,5/1/19,,,,,,,,,,,,,,
F10978,The Fishin' Hainan BAP Farms Group - Cheng Lezhou's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' Hainan BAP Farms Group - Cheng Lezhou's Farm,The Fishin' Hainan BAP Farms Group - Cheng Lezhou's Farm,19.95475,110.797772,5/1/19,,,,,,,,,,,,,,
F10982,The Fishin' BAP Farms Group - Fang Zhengwei's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Fang Zhengwei's Farm,The Fishin' BAP Farms Group - Fang Zhengwei's Farm,19.72134,110.81595,5/1/19,,,,,,,,,,,,,,
F10986,The Fishin' BAP Farms Group - Huang Shaoxiong Baoluo Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Huang Shaoxiong Baoluo Farm,The Fishin' BAP Farms Group - Huang Shaoxiong Baoluo Farm,19.84124,110.7612,5/1/19,,,,,,,,,,,,,,
F10987,The Fishin' BAP Farms Group - Huang Shaoxiong Qiaotou Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Huang Shaoxiong Qiaotou Farm,The Fishin' BAP Farms Group - Huang Shaoxiong Qiaotou Farm,20.01784444,110.6475222,5/1/19,,,,,,,,,,,,,,
F10988,The Fishin' BAP Farms Group - Li Jun's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Li Jun's Farm,The Fishin' BAP Farms Group - Li Jun's Farm,19.73302,110.93456,5/1/19,,,,,,,,,,,,,,
F10989,The Fishin' BAP Farms Group - Li Zhiping Tanniu Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Li Zhiping Tanniu Farm,The Fishin' BAP Farms Group - Li Zhiping Tanniu Farm,19.67621111,110.7582,5/1/19,,,,,,,,,,,,,,
F10990,The Fishin' BAP Farms Group - Lin Jianfu's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Lin Jianfu's Farm,The Fishin' BAP Farms Group - Lin Jianfu's Farm,19.74641389,110.931875,5/1/19,,,,,,,,,,,,,,
F10991,The Fishin' BAP Farms Group - Liu Rongmei's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Liu Rongmei's Farm,The Fishin' BAP Farms Group - Liu Rongmei's Farm,19.91217222,110.7987722,5/1/19,,,,,,,,,,,,,,
F10992,The Fishin' BAP Farms Group - Ma Qiuyong's Farm II,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Ma Qiuyong's Farm II,The Fishin' BAP Farms Group - Ma Qiuyong's Farm II,19.96749,110.80872,5/1/19,,,,,,,,,,,,,,
F10993,The Fishin' BAP Farms Group - Rao Chenjie's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Rao Chenjie's Farm,The Fishin' BAP Farms Group - Rao Chenjie's Farm,19.891875,110.9569306,5/1/19,,,,,,,,,,,,,,
F10994,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm I,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm I,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm I,19.94638889,110.66385,5/1/19,,,,,,,,,,,,,,
F10995,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm II,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm II,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm II,19.9447,110.66709,5/1/19,,,,,,,,,,,,,,
F10996,The Fishin' BAP Farms Group - Tian Shounan's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Tian Shounan's Farm,The Fishin' BAP Farms Group - Tian Shounan's Farm,19.75306944,110.813375,5/1/19,,,,,,,,,,,,,,
F10997,The Fishin' BAP Farms Group - Tian Xinguang's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Tian Xinguang's Farm,The Fishin' BAP Farms Group - Tian Xinguang's Farm,19.98695556,110.7753056,5/1/19,,,,,,,,,,,,,,
F10998,The Fishin' BAP Farms Group - Tian Zhi Yu Aquaculture Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Tian Zhi Yu Aquaculture Farm,The Fishin' BAP Farms Group - Tian Zhi Yu Aquaculture Farm,19.874875,110.7781972,5/1/19,,,,,,,,,,,,,,
F10999,The Fishin' BAP Farms Group - Wang Haiping Baoluo Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haiping Baoluo Farm,The Fishin' BAP Farms Group - Wang Haiping Baoluo Farm,19.81464722,110.786425,5/1/19,,,,,,,,,,,,,,
F11000,The Fishin' BAP Farms Group - Wang Haiping Gongpo Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haiping Gongpo Farm,The Fishin' BAP Farms Group - Wang Haiping Gongpo Farm,19.80384444,110.7883361,5/1/19,,,,,,,,,,,,,,
F11001,The Fishin' BAP Farms Group - Wang Haiping Longlou Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haiping Longlou Farm,The Fishin' BAP Farms Group - Wang Haiping Longlou Farm,19.63928611,110.9357472,5/1/19,,,,,,,,,,,,,,
F11002,The Fishin' BAP Farms Group - Wang Haiping Longma Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haiping Longma Farm,The Fishin' BAP Farms Group - Wang Haiping Longma Farm,19.86885,110.87046,5/1/19,,,,,,,,,,,,,,
F11003,The Fishin' BAP Farms Group - Wang Haiping Tangjiao Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haiping Tangjiao Farm,The Fishin' BAP Farms Group - Wang Haiping Tangjiao Farm,19.83216944,110.9200806,5/1/19,,,,,,,,,,,,,,
F11004,The Fishin' BAP Farms Group - Wang Haiping Tanniu Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haiping Tanniu Farm,The Fishin' BAP Farms Group - Wang Haiping Tanniu Farm,19.67858889,110.7513611,5/1/19,,,,,,,,,,,,,,
F11005,The Fishin' BAP Farms Group - Wang Haiping Wenjiao Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haiping Wenjiao Farm,The Fishin' BAP Farms Group - Wang Haiping Wenjiao Farm,19.70838611,110.8714028,5/1/19,,,,,,,,,,,,,,
F11006,The Fishin' BAP Farms Group - Wang Haizhong Longma Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haizhong Longma Farm,The Fishin' BAP Farms Group - Wang Haizhong Longma Farm,19.87666667,110.8651722,5/1/19,,,,,,,,,,,,,,
F11007,The Fishin' BAP Farms Group - Wang Haizhong Xipo Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Haizhong Xipo Farm,The Fishin' BAP Farms Group - Wang Haizhong Xipo Farm,19.83346389,110.91985,5/1/19,,,,,,,,,,,,,,
F11008,The Fishin' BAP Farms Group - Wang Jinyong's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Jinyong's Farm,The Fishin' BAP Farms Group - Wang Jinyong's Farm,19.724909,110.770361,5/1/19,,,,,,,,,,,,,,
F11009,The Fishin' BAP Farms Group - Wang Shenghui's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Shenghui's Farm,The Fishin' BAP Farms Group - Wang Shenghui's Farm,19.85409167,110.8849972,5/1/19,,,,,,,,,,,,,,
F11010,The Fishin' BAP Farms Group - Wang Tianping's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Wang Tianping's Farm,The Fishin' BAP Farms Group - Wang Tianping's Farm,19.71524167,110.9239861,5/1/19,,,,,,,,,,,,,,
F11011,The Fishin' BAP Farms Group - Xu Jianming's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Xu Jianming's Farm,The Fishin' BAP Farms Group - Xu Jianming's Farm,19.85471111,110.9037,5/1/19,,,,,,,,,,,,,,
F11012,The Fishin' BAP Farms Group - Yu Gonghui's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Yu Gonghui's Farm,The Fishin' BAP Farms Group - Yu Gonghui's Farm,19.91010278,110.5736889,5/1/19,,,,,,,,,,,,,,
F11013,The Fishin' BAP Farms Group - Cui Weidong's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Cui Weidong's Farm,The Fishin' BAP Farms Group - Cui Weidong's Farm,19.734489,110.92568,5/1/19,,,,,,,,,,,,,,
F11014,The Fishin' BAP Farms Group - Zhu Shiwen's Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,The Fishin' BAP Farms Group - Zhu Shiwen's Farm,The Fishin' BAP Farms Group - Zhu Shiwen's Farm,19.72885833,110.7997083,5/1/19,,,,,,,,,,,,,,
F11015A,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Thananit Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Thananit Farm,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Thananit Farm,6.951235,99.760485,,,,,,,,,,,,,,,
F11015B,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Su-Ngai UPE Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Su-Ngai UPE Farm,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Su-Ngai UPE Farm,6.942813889,99.76740278,,,,,,,,,,,,,,,
F11015C,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Petsinat Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Petsinat Farm,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Petsinat Farm,7.135631,99.68626,,,,,,,,,,,,,,,
F11015D,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Kittisak Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Kittisak Farm,Sea Wealth Frozen Food Co. Ltd. IOM 3 - Kittisak Farm,7.555436111,99.32497778,,,,,,,,,,,,,,,
F11016,PT. Bumi Harapan Jaya,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,PT. Bumi Harapan Jaya,PT. Bumi Harapan Jaya,-8.549677778,116.8389167,11/22/18,,,,,,,,,,,,,,
F11018A,Asian Feed Co. Ltd. IOM 2 - Narin Farm,Finfish and Crustacean Farm Standard,4,Farm,Sea Bass,,Thailand,Asian Feed Co. Ltd. IOM 2 - Narin Farm,Asian Feed Co. Ltd. IOM 2 - Narin Farm,7.393333333,99.62027778,12/22/18,,,,,,,,,,,,,,
F11018D,Asian Feed Co. Ltd. IOM 2 - Jamrus Farm,Finfish and Crustacean Farm Standard,4,Farm,Sea Bass,,Thailand,Asian Feed Co. Ltd. IOM 2 - Jamrus Farm,Asian Feed Co. Ltd. IOM 2 - Jamrus Farm,13.507132,100.909435,12/22/18,,,,,,,,,,,,,,
F11018E,Asian Feed Co. Ltd. IOM 2 - Sanit Farm,Finfish and Crustacean Farm Standard,4,Farm,Sea Bass,,Thailand,Asian Feed Co. Ltd. IOM 2 - Sanit Farm,Asian Feed Co. Ltd. IOM 2 - Sanit Farm,13.508816,100.893598,12/22/18,,,,,,,,,,,,,,
F11019,Acuicola Boca S.A. De C.V.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Mexico,Acuicola Boca S.A. De C.V.,Acuicola Boca S.A. De C.V.,26.85685833,-109.8412111,10/23/18,,,,,,,,,,,,,,
F11020,PT Tiwandi Sempana,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,PT Tiwandi Sempana,PT Tiwandi Sempana,-7.73,113.17,1/18/19,,,,,,,,,,,,,,
F11021,"Oro del Pacifico, S.A. - Esteromar",Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Guatemala,"Oro Del Pacifico, S.A.","Oro Del Pacifico, S.A.",13.56,-90.44,,,,,,,,,,,,,,,
F11022,PT Gosyen Binuangeun Indonesia,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,PT Gosyen Binuangeun Indonesia,PT Gosyen Binuangeun Indonesia,-6.831408333,105.8363472,11/22/18,,,,,,,,,,,,,,
F11023,PT. Dewi Laut Aquaculture,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,PT. Dewi Laut Aquaculture,PT. Dewi Laut Aquaculture,-7.599644444,107.6339306,11/22/18,,,,,,,,,,,,,,
F11024,Sumber Sewu Samudra,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Sumber Sewu Samudra,Sumber Sewu Samudra,-8.403380556,114.3451472,1/8/19,,,,,,,,,,,,,,
F11025,Cuu Long Fish Joint Stock Company,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Cuu Long Fish Joint Stock Company,Cuu Long Fish Joint Stock Company,10.54732222,105.4628639,10/12/18,,,,,,,,,,,,,,
F11026,Nalta Ahsania Matshya Khamar - Gemini Seafood Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Bangladesh,Nalta Ahsania Matshya Khamar - Gemini Seafood Ltd.,Nalta Ahsania Matshya Khamar - Gemini Seafood Ltd.,22.57906389,88.98824167,11/19/18,,,,,,,,,,,,,,
F11027A,Salmones Austral Farm Cluster 1 - Polocuhe,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Polocuhe,Salmones Austral Farm Cluster 1 - Polocuhe,-42.43338889,-73.27206667,10/27/18,,,,,,,,,,,,,,
F11027B,Salmones Austral Farm Cluster 1 - Quenac,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Quenac,Salmones Austral Farm Cluster 1 - Quenac,-42.46164167,-73.30713611,10/27/18,,,,,,,,,,,,,,
F11027C,Salmones Austral Farm Cluster 1 - Caleta Velero,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Caleta Velero,Salmones Austral Farm Cluster 1 - Caleta Velero,-42.20573611,-72.54953056,10/27/18,,,,,,,,,,,,,,
F11027D,Salmones Austral Farm Cluster 1 - Quillape,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Quillape,Salmones Austral Farm Cluster 1 - Quillape,-41.55023611,-72.76756944,10/27/18,,,,,,,,,,,,,,
F11027E,Salmones Austral Farm Cluster 1 - Queullin,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Queullin,Salmones Austral Farm Cluster 1 - Queullin,-41.8747,-72.89068611,10/27/18,,,,,,,,,,,,,,
F11027F,Salmones Austral Farm Cluster 1 - Ilque,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Ilque,Salmones Austral Farm Cluster 1 - Ilque,-41.62888611,-73.01967778,10/27/18,,,,,,,,,,,,,,
F11027G,Salmones Austral Farm Cluster 1 - Caicaen,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Caicaen,Salmones Austral Farm Cluster 1 - Caicaen,-41.80188056,-73.18797222,10/27/18,,,,,,,,,,,,,,
F11027H,Salmones Austral Farm Cluster 1 - Verdugo,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Verdugo,Salmones Austral Farm Cluster 1 - Verdugo,-44.11724722,-73.66043889,10/27/18,,,,,,,,,,,,,,
F11027I,Salmones Austral Farm Cluster 1 - Pirquen,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster 1 - Pirquen,Salmones Austral Farm Cluster 1 - Pirquen,-42.22062778,-73.35536667,10/27/18,,,,,,,,,,,,,,
F11027J,Salmones Austral Farm Cluster - Islote Roberto,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster - Islote Roberto,Salmones Austral Farm Cluster - Islote Roberto,-43.02328611,-72.79902222,8/4/19,,,,,,,,,,,,,,
F11027K,Salmones Austral Farm Cluster - Rollizo,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Austral Farm Cluster - Rollizo,Salmones Austral Farm Cluster - Rollizo,-41.45757778,-72.32314722,8/4/19,,,,,,,,,,,,,,
F11028,Hainan Government Owned Sanjiang Liwenming Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Hainan Government Owned Sanjiang Liwenming Farm,Hainan Government Owned Sanjiang Liwenming Farm,19.90527778,110.6025,11/3/18,,,,,,,,,,,,,,
F11029,Fuqing Guyi Aquaculture Co. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,China,Fuqing Guyi Aquaculture Co. Ltd.,Fuqing Guyi Aquaculture Co. Ltd.,25.52147222,119.2683361,10/24/18,,,,,,,,,,,,,,
F11030,Charoen Pokphand Foods PCL. Farm Group 1 - Andaman Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Andaman Farm,Charoen Pokphand Foods PCL. Farm Group 1 - Andaman Farm,8.303819444,98.39030556,2/21/19,,,,,,,,,,,,,,
F11031,Charoen Pokphand Foods PCL. Farm Group 1 - Bo Thong,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Bo Thong,Charoen Pokphand Foods PCL. Farm Group 1 - Bo Thong,12.40605556,102.3321111,2/21/19,,,,,,,,,,,,,,
F11032,Charoen Pokphand Foods PCL. Farm Group 1 - Chaiya 1 Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Chaiya 1 Farm,Charoen Pokphand Foods PCL. Farm Group 1 - Chaiya 1 Farm,9.485772,99.237749,2/21/19,,,,,,,,,,,,,,
F11034,Charoen Pokphand Foods PCL. Farm Group 1 - CHBR1 Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - CHBR1 Farm,Charoen Pokphand Foods PCL. Farm Group 1 - CHBR1 Farm,12.40080556,102.1750556,2/21/19,,,,,,,,,,,,,,
F11035,Charoen Pokphand Foods PCL. Farm Group 1 - Chumporn 1 Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Chumporn 1 Farm,Charoen Pokphand Foods PCL. Farm Group 1 - Chumporn 1 Farm,10.413267,99.231197,2/21/19,,,,,,,,,,,,,,
F11037,Charoen Pokphand Foods PCL. Farm Group 1 - CS4 Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - CS4 Farm,Charoen Pokphand Foods PCL. Farm Group 1 - CS4 Farm,13.474083,100.923436,2/21/19,,,,,,,,,,,,,,
F11038,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit Farm,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit Farm,9.1883193,99.398847,2/21/19,,,,,,,,,,,,,,
F11039,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit 2 Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit 2 Farm,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit 2 Farm,9.114,99.301,2/21/19,,,,,,,,,,,,,,
F11040,Charoen Pokphand Foods PCL. Farm Group 1 - Laemsing Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Laemsing Farm,Charoen Pokphand Foods PCL. Farm Group 1 - Laemsing Farm,12.50766667,102.0773111,2/21/19,,,,,,,,,,,,,,
F11041,Charoen Pokphand Foods PCL. Farm Group 1 - Leamluang Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Charoen Pokphand Foods PCL. Farm Group 1 - Leamluang Farm,Charoen Pokphand Foods PCL. Farm Group 1 - Leamluang Farm,13.02552778,100.0667611,2/21/19,,,,,,,,,,,,,,
